pdb_filename,rmsd_init,score_init,rmsd_relax,disall,bad_contacts,bond_lenangle,g_factors,bond_lengths_highlighted,bond_lengths_off,bond_angles_highlighted,bond_angles_off,score_relax
1_5wjd_A_m8_a15.00_s1_0_-15.00_SC.pdb,0,2.484031037043212,0,0,0,0,0,0,0,0,0,-2.3475656704893266
1_5wjd_A_m7_a9.00_s1_1_9.00_SC.pdb,0,7.792287143340129,0,0,0,0,0,0,0,0,0,-2.540119181460107
1_4kvm_E_m7_a18.00_s1_0_-18.00_SC.pdb,0,0.9470056178350572,0,0,0,0,0,0,0,0,0,-2.0922115079567045
1_3tfy_C_m12_a3.00_s1_1_3.00_SC.pdb,0,-0.04237063107600473,0,0,0,0,0,0,0,0,0,-2.5996755529040376
1_5wjd_A_m10_a15.00_s1_0_-15.00_SC.pdb,0,8.100304263740298,0,0,0,0,0,0,0,0,0,-1.966336521862164
1_5hh0_A_m7_a12.00_s1_1_12.00_SC.pdb,0,4.031585850050505,0,0,0,0,0,0,0,0,0,0.3409129225566072
1_5hh0_A_m11_a6.00_s1_1_6.00_SC.pdb,0,5.517203684638755,0,0,0,0,0,0,0,0,0,-2.304839618990242
1_4kvm_E_m11_a6.00_s1_0_-6.00_SC.pdb,0,-0.7898113773999588,0,0,0,0,0,0,0,0,0,-2.3778584583019207
1_5k18_B_m10_a6.00_s1_1_6.00_SC.pdb,0,3.44434883075598,0,0,0,0,0,0,0,0,0,-2.0339712248081105
1_5k18_B_m11_a18.00_s1_1_18.00_SC.pdb,0,5.528895810188242,0,0,0,0,0,0,0,0,0,-1.6944156920806372
1_5k18_B_m7_a18.00_s1_0_-18.00_SC.pdb,0,1.2878291646983933,0,0,0,0,0,0,0,0,0,-1.7734455537443548
1_3tfy_C_m7_a0.00_s1_0_0.00_SC.pdb,0,5.839774529008931,0,0,0,0,0,0,0,0,0,-2.5891985206524706
1_5hh0_A_m12_a3.00_s1_0_-3.00_SC.pdb,0,3.36989609375315,0,0,0,0,0,0,0,0,0,-2.364039496968222
1_5icv_A_m9_a3.00_s1_0_-3.00_SC.pdb,0,7.427935927341477,0,0,0,0,0,0,0,0,0,-2.7243629684329975
1_4kvm_E_m11_a18.00_s1_1_18.00_SC.pdb,0,-0.813825119170339,0,0,0,0,0,0,0,0,0,-1.6615877401474444
1_4kvm_E_m12_a15.00_s1_0_-15.00_SC.pdb,0,2.1168552458384626,0,0,0,0,0,0,0,0,0,-1.9358785924807667
1_5icv_A_m12_a3.00_s1_0_-3.00_SC.pdb,0,12.816263575577507,0,0,0,0,0,0,0,0,0,-2.736089097294326
1_3tfy_C_m12_a9.00_s1_1_9.00_SC.pdb,0,1.4464856033930844,0,0,0,0,0,0,0,0,0,-2.502946933944544
1_5icv_A_m7_a12.00_s1_1_12.00_SC.pdb,0,6.544213485796534,0,0,0,0,0,0,0,0,0,-2.6031260519210333
1_5hh0_A_m9_a18.00_s1_0_-18.00_SC.pdb,0,16.31040221209515,0,0,0,0,0,0,0,0,0,-1.1028192511728303
1_5hh0_A_m10_a18.00_s1_0_-18.00_SC.pdb,0,1.1112690847855349,0,0,0,0,0,0,0,0,0,-1.9959349838429117
1_5wjd_A_m9_a6.00_s1_0_-6.00_SC.pdb,0,1.254996249722097,0,0,0,0,0,0,0,0,0,-2.617189985680381
1_4kvm_E_m12_a15.00_s1_1_15.00_SC.pdb,0,43.81584657752885,0,0,0,0,0,0,0,0,0,-1.7305829327697708
1_3tfy_C_m11_a9.00_s1_1_9.00_SC.pdb,0,2.2366199404529348,0,0,0,0,0,0,0,0,0,-2.4540762613115357
1_5wjd_A_m11_a18.00_s1_0_-18.00_SC.pdb,0,1.5685678291421283,0,0,0,0,0,0,0,0,0,-1.9015331343233446
1_5hh0_A_m10_a15.00_s1_1_15.00_SC.pdb,0,-0.5471229260436559,0,0,0,0,0,0,0,0,0,-2.1146732987653576
1_5wjd_A_m7_a15.00_s1_0_-15.00_SC.pdb,0,5.730811189814714,0,0,0,0,0,0,0,0,0,-2.257680143911842
1_5wjd_A_m10_a9.00_s1_1_9.00_SC.pdb,0,1.832132199639377,0,0,0,0,0,0,0,0,0,-2.0244816168497315
1_5wjd_A_m7_a9.00_s1_0_-9.00_SC.pdb,0,-0.30645814128212984,0,0,0,0,0,0,0,0,0,-2.4564963349632505
1_5k18_B_m7_a6.00_s1_1_6.00_SC.pdb,0,3.1360762616499014,0,0,0,0,0,0,0,0,0,-1.9200875325505429
1_5k18_B_m12_a15.00_s1_1_15.00_SC.pdb,0,-0.9842265868770473,0,0,0,0,0,0,0,0,0,-1.5995762068919965
1_5k18_B_m7_a18.00_s1_1_18.00_SC.pdb,0,0.4952142107814954,0,0,0,0,0,0,0,0,0,-1.67616346781633
1_5hh0_A_m12_a12.00_s1_0_-12.00_SC.pdb,0,-0.9288760433436293,0,0,0,0,0,0,0,0,0,-2.101438155232998
1_3tfy_C_m8_a18.00_s1_1_18.00_SC.pdb,0,4.967191993068564,0,0,0,0,0,0,0,0,0,-1.923636026769058
1_5wjd_A_m9_a18.00_s1_1_18.00_SC.pdb,0,1.248287610438623,0,0,0,0,0,0,0,0,0,-0.7013350551016962
1_5icv_A_m9_a15.00_s1_0_-15.00_SC.pdb,0,12.862438516983515,0,0,0,0,0,0,0,0,0,-2.4445848734102498
1_5wjd_A_m10_a3.00_s1_1_3.00_SC.pdb,0,4.911252351956908,0,0,0,0,0,0,0,0,0,-2.6279527490292054
1_5wjd_A_m9_a18.00_s1_0_-18.00_SC.pdb,0,2.1514985937434536,0,0,0,0,0,0,0,0,0,-2.2889018277148137
1_5k18_B_m11_a18.00_s1_0_-18.00_SC.pdb,0,4.955102931753079,0,0,0,0,0,0,0,0,0,-1.6886171550390991
1_5hh0_A_m12_a6.00_s1_1_6.00_SC.pdb,0,4.686434144770791,0,0,0,0,0,0,0,0,0,-2.3307072253016563
1_3tfy_C_m11_a3.00_s1_1_3.00_SC.pdb,0,1.2486527340783646,0,0,0,0,0,0,0,0,0,-2.5742279673395965
1_3tfy_C_m9_a15.00_s1_0_-15.00_SC.pdb,0,2.6641679101282256,0,0,0,0,0,0,0,0,0,-2.22871230015733
1_5wjd_A_m12_a12.00_s1_1_12.00_SC.pdb,0,1.1171255558181246,0,0,0,0,0,0,0,0,0,-2.316423293598283
1_5hh0_A_m12_a12.00_s1_1_12.00_SC.pdb,0,9.849465327402497,0,0,0,0,0,0,0,0,0,-2.044273598672309
1_5icv_A_m11_a18.00_s1_0_-18.00_SC.pdb,0,6.237136679774151,0,0,0,0,0,0,0,0,0,-2.2628952574920103
1_5hh0_A_m7_a15.00_s1_0_-15.00_SC.pdb,0,1.4707549797427735,0,0,0,0,0,0,0,0,0,0.7474607114609085
1_4kvm_E_m10_a9.00_s1_0_-9.00_SC.pdb,0,1.4809506634064091,0,0,0,0,0,0,0,0,0,-2.34800974394584
1_5k18_B_m8_a18.00_s1_0_-18.00_SC.pdb,0,6.370905684683972,0,0,0,0,0,0,0,0,0,-1.6788876430831434
1_5wjd_A_m12_a0.00_s1_0_0.00_SC.pdb,0,3.0197361252356063,0,0,0,0,0,0,0,0,0,-2.6523668101510665
1_5icv_A_m7_a18.00_s1_0_-18.00_SC.pdb,0,1.9827909422693204,0,0,0,0,0,0,0,0,0,-2.3931176299144505
1_5icv_A_m7_a3.00_s1_1_3.00_SC.pdb,0,5.298413754498667,0,0,0,0,0,0,0,0,0,-2.749542173394422
1_4kvm_E_m8_a18.00_s1_0_-18.00_SC.pdb,0,6.284080794882487,0,0,0,0,0,0,0,0,0,-1.681658774905224
1_3tfy_C_m8_a3.00_s1_0_-3.00_SC.pdb,0,17.801209063075195,0,0,0,0,0,0,0,0,0,-2.541038065781883
1_5wjd_A_m11_a6.00_s1_0_-6.00_SC.pdb,0,0.9845893182531736,0,0,0,0,0,0,0,0,0,-2.5154737392828594
1_5wjd_A_m10_a9.00_s1_0_-9.00_SC.pdb,0,2.0703108251706097,0,0,0,0,0,0,0,0,0,-2.422951070040641
1_3tfy_C_m12_a18.00_s1_0_-18.00_SC.pdb,0,1.379868822451277,0,0,0,0,0,0,0,0,0,-1.9699709152108322
1_5icv_A_m7_a9.00_s1_1_9.00_SC.pdb,0,10.20363957750985,0,0,0,0,0,0,0,0,0,-2.680227462711066
1_3tfy_C_m7_a15.00_s1_1_15.00_SC.pdb,0,0.47033317790945883,0,0,0,0,0,0,0,0,0,-2.266170198526711
1_3tfy_C_m10_a12.00_s1_1_12.00_SC.pdb,0,2.631985123680415,0,0,0,0,0,0,0,0,0,-2.293344693067314
1_5k18_B_m9_a6.00_s1_1_6.00_SC.pdb,0,6.951073301240137,0,0,0,0,0,0,0,0,0,-1.9980796109621568
1_5hh0_A_m9_a6.00_s1_1_6.00_SC.pdb,0,-0.8146867555673671,0,0,0,0,0,0,0,0,0,-1.6140182836603165
1_5hh0_A_m11_a9.00_s1_0_-9.00_SC.pdb,0,6.226700529699282,0,0,0,0,0,0,0,0,0,-2.3266614658691758
1_3tfy_C_m7_a3.00_s1_0_-3.00_SC.pdb,0,0.6869223947165614,0,0,0,0,0,0,0,0,0,-2.5578906473572856
1_5icv_A_m8_a18.00_s1_0_-18.00_SC.pdb,0,23.62650600944249,0,0,0,0,0,0,0,0,0,-2.3041368846845374
1_5icv_A_m11_a9.00_s1_0_-9.00_SC.pdb,0,1.2210525028548689,0,0,0,0,0,0,0,0,0,-2.616193415251571
1_4kvm_E_m9_a18.00_s1_1_18.00_SC.pdb,0,8.078616285286461,0,0,0,0,0,0,0,0,0,-1.761921965102933
1_5hh0_A_m8_a15.00_s1_0_-15.00_SC.pdb,0,4.333103358022604,0,0,0,0,0,0,0,0,0,-0.9703696184649553
1_4kvm_E_m9_a9.00_s1_1_9.00_SC.pdb,0,8.788221133000947,0,0,0,0,0,0,0,0,0,-2.222221682068939
1_5icv_A_m10_a12.00_s1_1_12.00_SC.pdb,0,0.17794971934712908,0,0,0,0,0,0,0,0,0,-2.571999199811026
1_4kvm_E_m9_a15.00_s1_0_-15.00_SC.pdb,0,13.76442741269164,0,0,0,0,0,0,0,0,0,-2.1300068390532205
1_5icv_A_m8_a0.00_s1_0_0.00_SC.pdb,0,1.581296496168509,0,0,0,0,0,0,0,0,0,-2.7462124672185664
1_4kvm_E_m10_a6.00_s1_1_6.00_SC.pdb,0,0.7609273664686363,0,0,0,0,0,0,0,0,0,-2.2365784795164054
1_3tfy_C_m7_a18.00_s1_0_-18.00_SC.pdb,0,-0.913718331987927,0,0,0,0,0,0,0,0,0,-2.2007040715038624
1_4kvm_E_m9_a3.00_s1_1_3.00_SC.pdb,0,9.871424717260478,0,0,0,0,0,0,0,0,0,-2.301427817231789
1_5wjd_A_m9_a3.00_s1_1_3.00_SC.pdb,0,5.579315649859452,0,0,0,0,0,0,0,0,0,-2.618896743069048
1_5icv_A_m9_a3.00_s1_1_3.00_SC.pdb,0,3.294197696759587,0,0,0,0,0,0,0,0,0,-2.7428152361791858
1_5icv_A_m10_a6.00_s1_1_6.00_SC.pdb,0,2.7617642159866587,0,0,0,0,0,0,0,0,0,-2.7431017766688663
1_5k18_B_m9_a15.00_s1_0_-15.00_SC.pdb,0,10.148263508346952,0,0,0,0,0,0,0,0,0,-1.7622405647223325
1_5hh0_A_m9_a9.00_s1_0_-9.00_SC.pdb,0,4.870420188330003,0,0,0,0,0,0,0,0,0,-1.4529581622103886
1_5wjd_A_m8_a12.00_s1_1_12.00_SC.pdb,0,6.146888490533105,0,0,0,0,0,0,0,0,0,-2.5519059078970296
1_5wjd_A_m8_a0.00_s1_0_0.00_SC.pdb,0,0.6869223947165614,0,0,0,0,0,0,0,0,0,-2.649577386202605
1_4u9v_B_m11_a6.00_s1_1_6.00_SC.pdb,0,20.304384115526595,0,0,0,0,0,0,0,0,0,-2.071554830419403
1_4u9v_B_m9_a3.00_s1_0_-3.00_SC.pdb,0,32.917640996246355,0,0,0,0,0,0,0,0,0,-2.0054376578629904
1_4u9v_B_m10_a15.00_s1_0_-15.00_SC.pdb,0,16.240872359143108,0,0,0,0,0,0,0,0,0,-1.9566062939208448
1_4u9v_B_m7_a12.00_s1_1_12.00_SC.pdb,0,11.954848397679418,0,0,0,0,0,0,0,0,0,-1.9906260659390522
1_4u9v_B_m11_a18.00_s1_0_-18.00_SC.pdb,0,22.49621391012207,0,0,0,0,0,0,0,0,0,-1.6188039355484451
1_4u9v_B_m12_a9.00_s1_0_-9.00_SC.pdb,0,9.624885594141594,0,0,0,0,0,0,0,0,0,-2.1225750957204457
1_4u9v_B_m11_a15.00_s1_1_15.00_SC.pdb,0,21.118543332798883,0,0,0,0,0,0,0,0,0,-1.910760179831551
1_4u9v_B_m7_a6.00_s1_1_6.00_SC.pdb,0,16.14920510311226,0,0,0,0,0,0,0,0,0,-1.7843358860791712
1_4u9v_B_m10_a6.00_s1_0_-6.00_SC.pdb,0,16.180189668058762,0,0,0,0,0,0,0,0,0,-2.1613125704889873
1_4u9v_B_m8_a6.00_s1_1_6.00_SC.pdb,0,12.022348272183828,0,0,0,0,0,0,0,0,0,-2.103800486814832
1_4u9v_B_m12_a18.00_s1_1_18.00_SC.pdb,0,17.36948215242535,0,0,0,0,0,0,0,0,0,-1.733931673877024
1_4u9v_B_m10_a6.00_s1_1_6.00_SC.pdb,0,13.396687468115301,0,0,0,0,0,0,0,0,0,-1.8200581713371955
1_4u9v_B_m9_a12.00_s1_0_-12.00_SC.pdb,0,15.90246399787465,0,0,0,0,0,0,0,0,0,-2.0927485256538154
1_4u9v_B_m11_a12.00_s1_0_-12.00_SC.pdb,0,13.835629931321927,0,0,0,0,0,0,0,0,0,-1.9913497438866574
1_4u9v_B_m9_a6.00_s1_1_6.00_SC.pdb,0,32.00048252035317,0,0,0,0,0,0,0,0,0,-2.164288111762863
1_4u9v_B_m12_a3.00_s1_0_-3.00_SC.pdb,0,17.770826675192968,0,0,0,0,0,0,0,0,0,-2.237219867933919
1_4u9v_B_m9_a15.00_s1_1_15.00_SC.pdb,0,9.80998303732777,0,0,0,0,0,0,0,0,0,-1.925672396581227
1_4u9v_B_m9_a18.00_s1_0_-18.00_SC.pdb,0,14.962182961841028,0,0,0,0,0,0,0,0,0,-1.9022744817740047
1_4u9v_B_m11_a9.00_s1_0_-9.00_SC.pdb,0,17.820311354449366,0,0,0,0,0,0,0,0,0,-2.252120001197482
1_4u9v_B_m7_a15.00_s1_0_-15.00_SC.pdb,0,12.511513262036793,0,0,0,0,0,0,0,0,0,-0.9308188062798419
1_4u9v_B_m12_a12.00_s1_1_12.00_SC.pdb,0,13.906714544286558,0,0,0,0,0,0,0,0,0,-2.1709615501770156
1_4u9v_B_m9_a9.00_s1_0_-9.00_SC.pdb,0,14.645268270182601,0,0,0,0,0,0,0,0,0,-1.8962642961421512
1_4u9v_B_m12_a15.00_s1_1_15.00_SC.pdb,0,11.932560543362502,0,0,0,0,0,0,0,0,0,-2.0026577103403125
1_4u9v_B_m8_a15.00_s1_1_15.00_SC.pdb,0,14.015176248990924,0,0,0,0,0,0,0,0,0,-1.9843036628050268
1_4u9v_B_m8_a6.00_s1_0_-6.00_SC.pdb,0,13.959079372417856,0,0,0,0,0,0,0,0,0,-2.162995356660125
1_4u9v_B_m9_a15.00_s1_0_-15.00_SC.pdb,0,16.483840790166216,0,0,0,0,0,0,0,0,0,-1.8656776871886191
1_4u9v_B_m12_a15.00_s1_0_-15.00_SC.pdb,0,12.690503799197257,0,0,0,0,0,0,0,0,0,-1.8326906959997715
1_4u9v_B_m11_a3.00_s1_1_3.00_SC.pdb,0,11.473549048432389,0,0,0,0,0,0,0,0,0,-1.8999955660408374
1_4u9v_B_m11_a3.00_s1_0_-3.00_SC.pdb,0,15.552938228198256,0,0,0,0,0,0,0,0,0,-2.165080947567828
1_4u9v_B_m8_a15.00_s1_0_-15.00_SC.pdb,0,12.175385079999979,0,0,0,0,0,0,0,0,0,-1.9374401932389553
1_4u9v_B_m10_a9.00_s1_0_-9.00_SC.pdb,0,6.041903002650607,0,0,0,0,0,0,0,0,0,-2.20336285395861
1_4u9v_B_m7_a18.00_s1_0_-18.00_SC.pdb,0,17.982413562931608,0,0,0,0,0,0,0,0,0,-1.627083749635579
1_4u9v_B_m10_a15.00_s1_1_15.00_SC.pdb,0,26.39467465729924,0,0,0,0,0,0,0,0,0,-1.8172307713039522
1_4u9v_B_m10_a12.00_s1_1_12.00_SC.pdb,0,12.799806023776249,0,0,0,0,0,0,0,0,0,-1.7605291088809287
1_4u9v_B_m12_a6.00_s1_1_6.00_SC.pdb,0,12.438653884196535,0,0,0,0,0,0,0,0,0,-2.2160453713526307
1_4u9v_B_m8_a3.00_s1_1_3.00_SC.pdb,0,12.276866885969977,0,0,0,0,0,0,0,0,0,-2.0299942658826877
1_4u9v_B_m7_a6.00_s1_0_-6.00_SC.pdb,0,21.323167253742618,0,0,0,0,0,0,0,0,0,-2.0930912364932053
1_4u9v_B_m9_a0.00_s1_0_0.00_SC.pdb,0,16.1679012511978,0,0,0,0,0,0,0,0,0,-2.295197206120826
1_4u9v_B_m7_a18.00_s1_1_18.00_SC.pdb,0,30.227509819757607,0,0,0,0,0,0,0,0,0,-1.9777322445510406
1_4u9v_B_m12_a9.00_s1_1_9.00_SC.pdb,0,12.335017693000706,0,0,0,0,0,0,0,0,0,-2.0849753268811555
1_4u9v_B_m11_a18.00_s1_1_18.00_SC.pdb,0,9.016974766436242,0,0,0,0,0,0,0,0,0,-1.9372302910869972
1_4u9v_B_m7_a3.00_s1_0_-3.00_SC.pdb,0,12.335017693000706,0,0,0,0,0,0,0,0,0,-2.109843314735614
1_4u9v_B_m8_a18.00_s1_0_-18.00_SC.pdb,0,30.914220686679613,0,0,0,0,0,0,0,0,0,-1.7800347549874147
1_4u9v_B_m12_a6.00_s1_0_-6.00_SC.pdb,0,14.780700607086915,0,0,0,0,0,0,0,0,0,-2.1434179984449573
1_4u9v_B_m10_a0.00_s1_0_0.00_SC.pdb,0,22.564693620825103,0,0,0,0,0,0,0,0,0,-2.322944208412713
1_4u9v_B_m10_a12.00_s1_0_-12.00_SC.pdb,0,12.19343598063449,0,0,0,0,0,0,0,0,0,-2.10422837326334
1_4u9v_B_m8_a12.00_s1_1_12.00_SC.pdb,0,12.529238601029638,0,0,0,0,0,0,0,0,0,-2.118408306820563
1_4u9v_B_m11_a15.00_s1_0_-15.00_SC.pdb,0,14.820289810157917,0,0,0,0,0,0,0,0,0,-1.5730649387132811
1_4u9v_B_m9_a18.00_s1_1_18.00_SC.pdb,0,10.708672729451397,0,0,0,0,0,0,0,0,0,-1.4716522646366965
1_4u9v_B_m11_a9.00_s1_1_9.00_SC.pdb,0,12.335017693000706,0,0,0,0,0,0,0,0,0,-2.1234795893206795
1_4u9v_B_m12_a3.00_s1_1_3.00_SC.pdb,0,11.381008128280182,0,0,0,0,0,0,0,0,0,-2.260989678178854
1_4u9v_B_m9_a9.00_s1_1_9.00_SC.pdb,0,10.394668817044547,0,0,0,0,0,0,0,0,0,-2.2314741669132383
1_4u9v_B_m8_a9.00_s1_1_9.00_SC.pdb,0,12.82339887452459,0,0,0,0,0,0,0,0,0,-1.9154471911847093
1_4u9v_B_m11_a6.00_s1_0_-6.00_SC.pdb,0,13.07379726038033,0,0,0,0,0,0,0,0,0,-2.300624565966253
1_4u9v_B_m8_a3.00_s1_0_-3.00_SC.pdb,0,31.815206850226488,0,0,0,0,0,0,0,0,0,-2.1058120864567065
1_4u9v_B_m10_a9.00_s1_1_9.00_SC.pdb,0,15.425264906285975,0,0,0,0,0,0,0,0,0,-1.9422815278291286
1_4u9v_B_m12_a18.00_s1_0_-18.00_SC.pdb,0,26.810708565067156,0,0,0,0,0,0,0,0,0,-1.3660119531253205
1_4u9v_B_m7_a0.00_s1_0_0.00_SC.pdb,0,13.050639483218898,0,0,0,0,0,0,0,0,0,-2.322768884190251
1_4u9v_B_m7_a12.00_s1_0_-12.00_SC.pdb,0,13.763584923845608,0,0,0,0,0,0,0,0,0,-1.587053882862926
1_4u9v_B_m7_a15.00_s1_1_15.00_SC.pdb,0,10.426349238977332,0,0,0,0,0,0,0,0,0,-2.045511230248378
1_4u9v_B_m8_a9.00_s1_0_-9.00_SC.pdb,0,14.202442730000472,0,0,0,0,0,0,0,0,0,-2.150693272783247
1_4u9v_B_m7_a3.00_s1_1_3.00_SC.pdb,0,13.348069901032655,0,0,0,0,0,0,0,0,0,-1.381689541483774
1_4u9v_B_m7_a9.00_s1_1_9.00_SC.pdb,0,16.6936355857499,0,0,0,0,0,0,0,0,0,-2.081524537094477
1_4u9v_B_m10_a3.00_s1_1_3.00_SC.pdb,0,12.335017693000706,0,0,0,0,0,0,0,0,0,-2.280162537516486
1_4u9v_B_m9_a12.00_s1_1_12.00_SC.pdb,0,6.123685511059431,0,0,0,0,0,0,0,0,0,-2.088220730802215
1_4u9v_B_m10_a3.00_s1_0_-3.00_SC.pdb,0,28.826713412839425,0,0,0,0,0,0,0,0,0,-2.0578327242976777
1_4u9v_B_m12_a12.00_s1_0_-12.00_SC.pdb,0,10.550165991745345,0,0,0,0,0,0,0,0,0,-2.192526178278906
1_4u9v_B_m9_a3.00_s1_1_3.00_SC.pdb,0,12.335017693000706,0,0,0,0,0,0,0,0,0,-2.136727972183863
1_4u9v_B_m7_a9.00_s1_0_-9.00_SC.pdb,0,12.335017693000706,0,0,0,0,0,0,0,0,0,-1.8031863720907906
1_4u9v_B_m8_a0.00_s1_0_0.00_SC.pdb,0,20.50061041998318,0,0,0,0,0,0,0,0,0,-2.3171834493978953
1_4u9v_B_m11_a12.00_s1_1_12.00_SC.pdb,0,18.40423787763178,0,0,0,0,0,0,0,0,0,-2.0847009589464354
1_4u9v_B_m10_a18.00_s1_0_-18.00_SC.pdb,0,9.253831280408914,0,0,0,0,0,0,0,0,0,-1.8635409849718851
1_4u9v_B_m12_a0.00_s1_0_0.00_SC.pdb,0,19.531516152285878,0,0,0,0,0,0,0,0,0,-2.3308747888073977
1_4u9v_B_m11_a0.00_s1_0_0.00_SC.pdb,0,13.701331175755389,0,0,0,0,0,0,0,0,0,-2.3008441330384626
1_4u9v_B_m8_a12.00_s1_0_-12.00_SC.pdb,0,24.82045444219212,0,0,0,0,0,0,0,0,0,-2.1563571539514452
1_4u9v_B_m8_a18.00_s1_1_18.00_SC.pdb,0,10.095668623724364,0,0,0,0,0,0,0,0,0,-1.8751889040657856
1_4u9v_B_m9_a6.00_s1_0_-6.00_SC.pdb,0,10.747061660665127,0,0,0,0,0,0,0,0,0,-2.1964227670031518
1_4u9v_B_m10_a18.00_s1_1_18.00_SC.pdb,0,12.694136763141755,0,0,0,0,0,0,0,0,0,-1.5442535003652225
